Analysis no.,Stat. pos.,Eruption,controlcode_old,controlcode,Epoch,Analysis label,Date of analysis,NA2O,MGO,AL2O3,SIO2,K2O,CAO,TIO2,MNO,FEO,P2O5,Cl,F,Total
623,47,Paleoastroni 1,7,1,three,60_18,180609,4.56,0.59,18.20,60.46,8.81,2.37,0.47,0.15,3.44,1630,7347,830,100.03
624,47,Paleoastroni 1,7,1,three,60_17,180609,4.24,0.57,18.07,59.97,8.86,2.52,0.49,0.14,3.40,2028,7113,0,99.17
625,47,Paleoastroni 1,7,1,three,60_15,180609,4.41,0.52,17.99,60.15,8.73,2.40,0.40,0.12,3.42,1407,7099,1471,99.14
626,47,Paleoastroni 1,7,1,three,60_14,180609,4.35,0.69,18.11,59.87,8.67,2.59,0.46,0.10,3.47,1685,7362,1021,99.31
627,47,Paleoastroni 1,7,1,three,60_13,180609,4.40,0.59,18.08,59.90,8.83,2.35,0.48,0.13,3.53,1628,7466,1018,99.29
628,47,Paleoastroni 1,7,1,three,60_11,180609,4.34,0.49,18.66,60.78,9.58,2.31,0.45,0.13,2.78,1470,5810,773,100.34
629,47,Paleoastroni 1,7,1,three,60_10,180609,4.31,0.59,17.49,58.90,8.69,2.27,0.42,0.11,3.34,1484,7454,1252,97.13
630,47,Paleoastroni 1,7,1,three,60_9,180609,4.10,0.51,18.38,61.03,9.28,2.22,0.44,0.10,2.60,1118,6015,1384,99.52
631,47,Paleoastroni 1,7,1,three,60_6,180609,5.03,0.55,18.52,60.62,8.67,2.31,0.48,0.13,3.35,947,7323,492,100.53
632,47,Paleoastroni 1,7,1,three,60_5,180609,4.63,0.59,18.35,60.42,8.88,2.42,0.47,0.06,3.42,1161,7402,652,100.16
633,47,Paleoastroni 1,7,1,three,60_3,180609,4.61,0.58,17.96,60.25,8.80,2.29,0.41,0.09,3.39,1339,7614,665,99.35
634,47,Paleoastroni 1,7,1,three,60_2,180609,4.69,0.64,17.90,59.94,8.80,2.36,0.50,0.14,3.45,1784,8328,533,99.49
635,47,Paleoastroni 1,7,1,three,VF1-3-20,310509,4.58,0.59,18.02,58.74,8.29,2.38,0.47,0.08,3.44,,,,96.58
636,47,Paleoastroni 1,7,1,three,VF1-3-18,310509,4.44,0.63,18.30,59.50,8.54,2.45,0.46,0.17,3.43,,,,97.92
637,47,Paleoastroni 1,7,1,three,VF1-3-17,310509,4.62,0.63,18.10,58.43,8.32,2.58,0.45,0.07,3.32,,,,96.51
638,47,Paleoastroni 1,7,1,three,VF1-3-16,310509,4.52,0.61,18.04,59.40,8.24,2.43,0.43,0.17,3.47,,,,97.31
639,47,Paleoastroni 1,7,1,three,VF1-3-14,310509,4.58,0.57,16.77,55.59,8.15,2.26,0.46,0.06,3.37,,,,91.80
640,47,Paleoastroni 1,7,1,three,VF1-3-12,310509,4.56,0.63,17.81,58.11,8.37,2.15,0.44,0.09,3.28,,,,95.44
641,47,Paleoastroni 1,7,1,three,VF1-3-11,310509,4.51,0.62,17.77,58.61,8.46,2.28,0.41,0.14,3.36,,,,96.17
642,47,Paleoastroni 1,7,1,three,VF1-3-10,310509,4.30,0.63,18.06,59.57,8.62,2.51,0.45,0.13,3.30,,,,97.59
643,47,Paleoastroni 1,7,1,three,VF1-3-8,310509,4.23,0.58,17.82,58.20,8.76,2.47,0.46,0.14,3.27,,,,95.92
644,47,Paleoastroni 1,7,1,three,VF1-3-7,310509,4.58,0.53,17.66,58.76,8.38,2.28,0.38,0.12,3.30,,,,96.00
645,47,Paleoastroni 1,7,1,three,VF1-3-5,310509,4.12,0.92,18.44,58.95,8.39,2.70,0.41,0.09,3.97,,,,97.99
646,47,Paleoastroni 1,7,1,three,VF1-3-4,310509,4.14,0.64,17.72,57.78,8.32,2.43,0.40,0.13,3.62,,,,95.19
647,47,Paleoastroni 1,7,1,three,VF1-3-3,310509,4.57,0.61,18.15,58.85,8.02,2.17,0.46,0.12,3.48,,,,96.42
648,47,Paleoastroni 1,7,1,three,VF1-3-2,310509,4.74,0.60,18.17,58.92,8.24,2.18,0.45,0.21,3.22,,,,96.73
649,47,Paleoastroni 1,7,1,three,CF58_1,291109,4.57,0.59,18.45,59.99,8.72,2.30,0.49,0.10,3.56,1190,7623,1512,99.80
650,47,Paleoastroni 1,7,1,three,CF58_11,291109,4.74,0.57,18.63,59.95,8.55,2.34,0.48,0.17,3.21,1025,7601,1657,99.67
651,47,Paleoastroni 1,7,1,three,CF58_12,291109,4.09,0.66,17.88,58.94,8.47,2.56,0.52,0.22,2.80,1212,7096,1206,97.11
652,47,Paleoastroni 1,7,1,three,CF58_2,291109,4.50,0.63,17.76,57.63,7.84,2.31,0.44,0.12,3.53,964,7598,1509,95.76
653,47,Paleoastroni 1,7,1,three,CF58_3,291109,4.79,0.61,18.27,59.61,8.46,2.32,0.52,0.12,3.52,1193,7363,2767,99.35
654,47,Paleoastroni 1,7,1,three,CF58_5,291109,4.41,0.69,17.82,59.50,8.57,2.48,0.49,0.17,3.56,1132,7464,1021,98.64
655,47,Paleoastroni 1,7,1,three,CF58_6,291109,4.30,0.66,18.16,59.29,8.53,2.47,0.51,0.12,3.35,1430,7131,468,98.29
656,47,Paleoastroni 1,7,1,three,CF58_7,291109,4.38,0.63,18.44,59.47,8.63,2.44,0.56,0.19,3.59,1348,6666,824,99.21
657,47,Paleoastroni 1,7,1,three,CF58_8,291109,4.69,0.57,18.56,59.35,8.56,2.37,0.49,0.07,3.33,1013,7202,2273,99.05
658,46,M. SAngelo,0,0,three,cf64_1,150809,4.11,0.50,17.56,58.46,8.15,2.25,0.48,0.13,3.29,,,,94.93
659,46,M. SAngelo,0,0,three,cf64_2,150809,3.96,0.60,17.62,57.11,8.26,2.49,0.47,0.11,3.40,,,,94.02
660,46,M. SAngelo,0,0,three,cf64_3,150809,3.97,1.38,17.48,58.25,7.90,3.92,0.62,0.07,4.16,,,,97.75
661,46,M. SAngelo,0,0,three,cf64_4,150809,3.92,1.51,17.64,58.12,7.77,3.95,0.54,0.10,4.14,,,,97.70
662,46,M. SAngelo,0,0,three,cf64_5,150809,3.38,1.18,16.22,52.47,6.95,3.21,0.52,0.14,3.99,,,,88.06
663,46,M. SAngelo,0,0,three,cf64_6,150809,4.34,0.51,16.61,57.31,8.35,2.43,0.46,0.07,3.25,,,,93.34
664,46,M. SAngelo,0,0,three,cf64_8,150809,3.45,1.70,18.42,57.74,7.63,4.72,0.57,0.10,4.96,,,,99.30
665,46,M. SAngelo,0,0,three,VF5?-4-19,300509,4.68,0.58,18.36,59.19,8.26,2.19,0.47,0.06,3.50,,,,97.28
666,46,M. SAngelo,0,0,three,VF5?-4-18,300509,4.61,0.54,17.91,58.83,8.27,2.28,0.49,0.17,3.42,,,,96.50
667,46,M. SAngelo,0,0,three,VF5?-4-17,300509,4.77,0.58,18.11,58.97,8.41,2.16,0.38,0.16,3.14,,,,96.68
668,46,M. SAngelo,0,0,three,VF5?-4-16,300509,4.29,0.58,18.30,59.45,8.58,2.45,0.44,0.20,3.57,,,,97.84
669,46,M. SAngelo,0,0,three,VF5?-4-15,300509,3.79,1.13,18.20,57.76,7.88,3.23,0.43,0.14,4.14,,,,96.71
670,46,M. SAngelo,0,0,three,VF5?-4-14,300509,4.56,0.54,18.32,59.55,8.28,2.34,0.46,0.18,3.35,,,,97.58
671,46,M. SAngelo,0,0,three,VF5?-4-11,300509,3.68,1.77,18.18,56.33,7.55,4.25,0.53,0.10,4.42,,,,96.81
672,46,M. SAngelo,0,0,three,VF5?-4-10,300509,4.58,0.53,16.92,56.85,7.87,2.01,0.41,0.19,3.08,,,,92.44
673,46,M. SAngelo,0,0,three,VF5?-4-8,300509,3.95,0.65,17.36,56.67,8.15,2.48,0.45,0.13,3.48,,,,93.32
674,46,M. SAngelo,0,0,three,VF5?-4-7,300509,3.91,0.72,18.02,57.48,8.31,2.47,0.47,0.12,3.42,,,,94.91
675,46,M. SAngelo,0,0,three,VF5?-4-5,300509,4.77,0.62,18.14,59.26,8.46,2.47,0.47,0.11,3.18,,,,97.49
676,46,M. SAngelo,0,0,three,VF5?-4-4,300509,4.77,0.62,17.90,58.91,8.35,2.40,0.41,0.11,3.52,,,,96.98
677,46,M. SAngelo,0,0,three,VF5?-4-3,300509,3.48,1.69,18.07,56.68,7.51,4.07,0.56,0.16,4.41,,,,96.63
678,45,Pignatiello 2,0,0,three,68_18,190609,4.40,0.68,18.49,59.68,8.20,2.62,0.45,0.15,3.76,2005,6761,584,99.36
679,45,Pignatiello 2,0,0,three,68_17,190609,4.03,0.48,19.20,60.26,8.85,2.85,0.36,0.06,2.59,1068,4804,584,99.32
680,45,Pignatiello 2,0,0,three,68_16,190609,4.71,0.54,18.41,60.75,8.59,2.22,0.47,0.18,3.43,1204,6529,693,100.13
681,45,Pignatiello 2,0,0,three,68_14,190609,4.60,0.50,18.15,59.93,8.26,2.42,0.53,0.16,3.49,1039,7606,1623,99.09
682,45,Pignatiello 2,0,0,three,68_12,190609,4.35,0.59,17.82,58.14,8.35,2.41,0.48,0.19,3.40,1997,7375,1402,96.81
683,45,Pignatiello 2,0,0,three,68_11,190609,4.31,0.53,18.33,60.16,8.75,2.38,0.33,0.18,3.21,875,7906,1531,99.21
684,45,Pignatiello 2,0,0,three,68_10,190609,4.23,0.61,17.76,57.51,8.19,2.35,0.48,0.15,3.39,1344,6846,2196,95.70
685,45,Pignatiello 2,0,0,three,68_8,190609,4.06,0.62,16.88,55.41,7.85,2.49,0.48,0.14,3.19,1389,7448,1134,92.12
686,45,Pignatiello 2,0,0,three,68_7,190609,4.55,0.56,18.28,60.13,8.59,2.36,0.47,0.19,3.30,1074,7794,1086,99.43
687,45,Pignatiello 2,0,0,three,68_6,190609,4.92,0.55,18.65,59.85,8.26,2.40,0.52,0.18,3.65,1314,9246,1484,100.18
688,45,Pignatiello 2,0,0,three,68_5,190609,4.87,0.52,18.22,60.04,8.36,2.43,0.56,0.15,3.60,880,9074,915,99.82
689,45,Pignatiello 2,0,0,three,68_4,190609,4.54,0.52,18.36,59.65,8.47,2.31,0.48,0.16,3.62,1130,7958,861,99.11
690,45,Pignatiello 2,0,0,three,68_3,190609,4.09,0.56,17.66,57.53,7.88,2.26,0.49,0.10,3.52,1363,7480,883,95.06
691,45,Pignatiello 2,0,0,three,68_2,190609,4.79,0.53,18.50,60.40,8.32,2.42,0.44,0.09,3.50,1057,7545,1650,100.01
692,45,Pignatiello 2,0,0,three,68_1,190609,4.00,0.56,17.26,56.08,7.72,2.14,0.55,0.22,3.41,1154,6112,1216,92.80
693,44,Agnano 3,8,3,three,cf107_12,210110,3.44,1.06,17.96,56.42,8.22,3.29,0.50,0.19,4.35,2113,6099,,96.26
694,44,Agnano 3,8,3,three,cf107_4,210110,3.22,1.20,18.22,56.08,8.18,3.65,0.57,0.22,4.52,2347,6027,,96.70
695,44,Agnano 3,8,3,three,cf107_13,210110,3.43,0.76,18.55,57.46,9.39,3.14,0.45,0.16,4.13,1506,6337,,98.25
696,44,Agnano 3,8,3,three,cf107_8,210110,4.36,0.54,18.47,59.92,8.26,2.33,0.48,0.12,3.43,1233,7558,,98.80
697,44,Agnano 3,8,3,three,cf107_9,210110,4.58,0.57,18.45,60.14,8.57,2.37,0.46,0.15,3.27,1242,7264,,99.42
698,44,Agnano 3,8,3,three,cf107_11,210110,5.06,0.55,18.00,60.19,8.24,2.20,0.45,0.11,3.80,762,8499,,99.52
699,44,Agnano 3,8,3,three,cf107_15,210110,4.40,0.59,18.70,60.15,8.72,2.37,0.51,0.12,3.44,777,6617,,99.74
700,44,Agnano 3,8,3,three,cf107_3,210110,4.74,0.52,18.76,60.12,8.48,2.35,0.49,0.14,3.36,719,7164,,99.76
701,44,Agnano 3,8,3,three,cf107_1,210110,4.49,0.64,18.47,60.58,8.63,2.40,0.48,0.09,3.21,1190,7398,,99.86
702,44,Agnano 3,8,3,three,cf107_10,210110,4.41,0.62,18.39,60.82,8.50,2.45,0.43,0.16,3.23,1233,7339,,99.88
703,44,Agnano 3,8,3,three,CF106_89_5,130810,4.72,0.60,18.76,60.17,8.42,2.41,0.52,0.11,3.39,1149,,,99.23
704,44,Agnano 3,8,3,three,CF106_93_7,130810,4.50,0.60,18.60,60.69,8.03,2.29,0.49,0.21,3.31,1465,,,98.87
705,44,Agnano 3,8,3,three,CF106_95_8,130810,4.56,0.61,18.71,60.39,8.46,2.42,0.48,0.09,3.38,1080,,,99.21
706,44,Agnano 3,8,3,three,CF106_99_10,130810,3.36,1.13,18.14,56.13,8.33,3.39,0.53,0.18,4.46,2762,,,95.94
707,44,Agnano 3,8,3,three,CF106_101_11,130810,4.36,0.60,18.45,60.11,8.37,2.41,0.51,0.15,3.43,929,,,98.47
708,44,Agnano 3,8,3,three,CF106_103_12,130810,4.45,0.67,18.94,60.83,8.37,2.58,0.52,0.18,3.44,924,,,100.07
709,44,Agnano 3,8,3,three,CF106_105_13,130810,3.36,1.15,17.91,55.38,8.15,3.46,0.45,0.13,4.60,2380,,,94.85
710,44,Agnano 3,8,3,three,CF106_107_14,130810,3.23,0.79,18.19,56.06,9.36,3.09,0.51,0.16,3.93,1720,,,95.48
711,44,Agnano 3,8,3,three,CF106_109_15,130810,3.34,0.66,17.74,57.36,8.68,2.83,0.44,0.07,3.29,357,,,94.44
712,44,Agnano 3,8,3,three,CF106_111_16,130810,4.13,0.84,18.97,59.10,8.35,2.82,0.58,0.09,3.99,1646,,,99.03
713,44,Agnano 3,8,3,three,CF106_113_17,130810,4.26,0.60,18.59,60.10,8.49,2.39,0.52,0.01,3.21,1034,,,98.26
714,44,Agnano 3,8,3,three,CF106_115_18,130810,4.15,0.83,18.73,59.05,8.48,2.90,0.51,0.15,3.83,977,,,98.72
715,44,Agnano 3,8,3,three,CF106_117_19,130810,5.00,0.53,18.48,59.41,7.96,2.27,0.49,0.17,3.52,943,,,97.91
716,44,Agnano 3,8,3,three,CF106_119_20,130810,4.28,0.64,18.72,59.87,8.44,2.55,0.48,0.14,3.43,1197,,,98.67
717,44,Agnano 3,8,3,three,CF106_121_21,130810,4.06,0.50,17.31,56.79,7.91,2.15,0.36,0.14,3.14,946,,,92.47
718,44,Agnano 3,8,3,three,cf106_12,210110,3.57,0.70,17.51,55.62,8.76,2.61,0.39,0.17,3.24,1270,6088,,93.30
719,44,Agnano 3,8,3,three,cf106_13,210110,3.55,0.68,17.61,56.11,8.71,2.58,0.43,0.08,3.36,1249,6220,,93.86
720,44,Agnano 3,8,3,three,cf106_3,210110,4.02,0.43,17.87,58.32,8.64,2.14,0.44,0.11,2.78,702,5434,,95.37
721,44,Agnano 3,8,3,three,cf106_7,210110,4.61,0.55,18.11,57.94,8.14,2.35,0.51,0.11,3.33,1342,6528,,96.42
722,44,Agnano 3,8,3,three,cf106_14,210110,4.08,1.07,17.87,57.31,7.97,3.21,0.56,0.18,3.75,2161,6347,,96.84
723,44,Agnano 3,8,3,three,cf106_5,210110,4.32,0.59,18.48,58.35,8.48,2.43,0.49,0.11,3.28,1590,7733,,97.46
724,44,Agnano 3,8,3,three,cf106_11,210110,4.10,0.88,18.43,58.09,8.44,3.04,0.48,0.17,3.76,1649,6920,,98.24
725,44,Agnano 3,8,3,three,cf106_10,210110,4.19,0.53,18.40,59.42,8.65,2.36,0.48,0.18,3.41,841,7337,,98.44
726,44,Agnano 3,8,3,three,cf106_4,210110,3.75,0.32,19.20,60.41,9.43,2.09,0.38,0.14,2.21,834,4784,,98.49
727,44,Agnano 3,8,3,three,cf106_16,210110,3.66,1.14,18.51,57.88,8.32,3.44,0.57,0.11,4.05,2685,6367,,98.58
728,44,Agnano 3,8,3,three,cf106_8,210110,4.22,0.62,18.43,59.52,8.56,2.43,0.47,0.11,3.52,1170,7654,,98.77
729,44,Agnano 3,8,3,three,cf106_9,210110,4.47,0.63,18.62,59.58,8.44,2.42,0.48,0.08,3.53,1231,7644,,99.14
730,44,Agnano 3,8,3,three,cf106_2,210110,4.37,0.63,18.62,59.70,8.49,2.40,0.46,0.13,3.59,806,6960,,99.17
731,43,Capo Miseno,0,0,three,cf92_13,200110,4.20,0.63,18.52,57.37,8.70,2.41,0.45,0.05,3.25,1130,7007,,96.41
732,43,Capo Miseno,0,0,three,cf92_4,200110,4.08,0.59,18.34,57.79,8.90,2.36,0.45,0.14,3.40,903,6836,,96.83
733,43,Capo Miseno,0,0,three,cf92_8,200110,3.77,0.58,18.42,58.14,8.98,2.56,0.46,0.10,3.17,1286,6636,,96.97
734,43,Capo Miseno,0,0,three,cf92_3,200110,3.95,0.62,18.43,58.17,8.62,2.52,0.49,0.18,3.45,1018,6437,,97.18
735,43,Capo Miseno,0,0,three,cf92_12,200110,4.17,0.60,18.49,58.12,8.61,2.37,0.45,0.13,3.54,1084,5810,,97.18
736,43,Capo Miseno,0,0,three,cf92_1,200110,4.05,0.62,18.62,58.47,8.73,2.37,0.44,0.06,3.35,1343,6865,,97.55
737,43,Capo Miseno,0,0,three,cf92_6,200110,4.17,0.36,17.80,60.73,8.72,2.05,0.32,0.17,2.58,484,7067,,97.64
738,43,Capo Miseno,0,0,three,cf92_2,200110,4.46,0.59,18.62,58.35,8.57,2.43,0.43,0.23,3.42,884,6885,,97.87
739,43,Capo Miseno,0,0,three,cf92_7,200110,4.02,0.65,18.88,57.82,8.86,2.48,0.49,0.15,3.76,1375,6984,,97.94
740,43,Capo Miseno,0,0,three,cf92_5,200110,4.41,0.62,18.42,58.12,8.75,2.61,0.53,0.12,3.63,1037,7175,,98.04
741,43,Capo Miseno,0,0,three,cf92_14,200110,4.27,0.65,19.13,59.33,8.93,2.48,0.48,0.18,3.69,1182,6945,,99.96
742,43,Capo Miseno,0,0,three,cf92_11,200110,4.24,0.59,19.23,59.64,8.99,2.57,0.41,0.06,3.49,1295,6682,,100.02
743,42,Cigliano,0,0,three,67_20,190609,3.97,1.01,18.18,56.24,8.26,3.30,0.52,0.07,4.23,2716,7272,1215,96.90
744,42,Cigliano,0,0,three,67_19,190609,4.61,0.57,18.26,59.75,8.59,2.33,0.46,0.16,3.51,1332,7473,662,99.17
745,42,Cigliano,0,0,three,67_18,190609,4.28,0.70,18.13,58.96,8.74,2.71,0.58,0.14,3.77,1665,7567,401,98.97
746,42,Cigliano,0,0,three,67_16,190609,4.60,0.53,18.04,60.41,8.25,2.30,0.50,0.12,3.40,1072,7848,1116,99.17
747,42,Cigliano,0,0,three,67_15,190609,4.72,0.54,18.47,60.48,8.32,2.31,0.46,0.14,3.31,1074,7276,2511,99.83
748,42,Cigliano,0,0,three,67_14,190609,4.38,0.69,18.30,59.66,8.73,2.57,0.43,0.08,3.50,1121,6855,0,99.14
749,42,Cigliano,0,0,three,67_13,190609,4.34,0.63,18.26,59.29,8.73,2.40,0.55,0.19,3.45,1627,7758,707,98.86
750,42,Cigliano,0,0,three,67_12,190609,4.65,0.56,18.29,60.12,8.45,2.45,0.48,0.19,3.32,1470,7631,1647,99.57
751,42,Cigliano,0,0,three,67_11,190609,4.56,0.61,18.36,60.20,8.62,2.50,0.47,0.10,3.35,1234,7747,1155,99.78
752,42,Cigliano,0,0,three,67_10,190609,4.55,0.51,18.59,60.31,8.59,2.43,0.50,0.16,3.32,1043,7585,1136,99.94
753,42,Cigliano,0,0,three,67_9,190609,4.45,0.56,18.68,60.51,8.62,2.27,0.44,0.13,3.43,1594,6432,1131,100.02
754,42,Cigliano,0,0,three,67_8,190609,4.50,0.55,18.44,59.75,8.50,2.32,0.44,0.14,3.30,950,7594,1257,98.92
755,42,Cigliano,0,0,three,67_7,190609,4.61,0.58,18.64,59.97,8.50,2.24,0.50,0.11,3.63,1177,7344,1191,99.74
756,42,Cigliano,0,0,three,67_6,190609,4.65,0.54,18.20,59.96,8.36,2.46,0.46,0.11,3.56,1208,7949,2205,99.44
757,42,Cigliano,0,0,three,67_5,190609,4.57,0.68,18.50,59.50,8.15,2.60,0.48,0.14,3.64,2045,7393,1717,99.37
758,42,Cigliano,0,0,three,67_4,190609,4.52,0.64,18.30,59.34,8.27,2.53,0.50,0.16,3.75,1488,8015,897,99.04
759,42,Cigliano,0,0,three,67_3,190609,4.49,0.59,18.44,59.81,8.61,2.26,0.44,0.16,3.45,1264,7066,1021,99.17
760,42,Cigliano,0,0,three,67_2,190609,4.38,0.60,17.71,58.55,8.22,2.18,0.46,0.14,3.29,1280,7373,1380,96.54
761,42,Cigliano,0,0,three,67_1,190609,4.49,0.61,18.19,59.67,8.63,2.41,0.48,0.13,3.56,1141,7807,5,99.07
762,41,Averno 1,9,4,three,VF6-3-20,310509,4.16,0.74,18.12,58.65,8.44,2.70,0.49,0.17,3.65,,,,97.12
763,41,Averno 1,9,4,three,VF6-3-19,310509,3.45,1.12,17.23,55.70,8.06,3.46,0.48,0.07,4.17,,,,93.74
764,41,Averno 1,9,4,three,VF6-3-18,310509,4.37,0.63,18.09,59.01,8.58,2.34,0.46,0.13,3.43,,,,97.05
765,41,Averno 1,9,4,three,VF6-3-17,310509,4.44,0.62,18.07,59.65,8.30,2.35,0.44,0.09,3.30,,,,97.26
766,41,Averno 1,9,4,three,VF6-3-16,310509,4.57,0.83,17.98,59.02,8.08,2.84,0.51,0.16,3.56,,,,97.54
767,41,Averno 1,9,4,three,VF6-3-15,310509,3.69,1.04,18.15,58.09,8.48,3.45,0.47,0.10,4.35,,,,97.82
768,41,Averno 1,9,4,three,VF6-3-14,310509,4.48,0.62,17.75,59.78,8.29,2.21,0.45,0.13,3.24,,,,96.93
769,41,Averno 1,9,4,three,VF6-3-12,310509,4.22,0.62,17.73,59.51,8.11,2.29,0.44,0.17,3.20,,,,96.28
770,41,Averno 1,9,4,three,VF6-3-11,310509,3.42,1.02,17.10,55.33,7.93,3.05,0.47,0.14,4.07,,,,92.54
771,41,Averno 1,9,4,three,VF6-3-10,310509,4.67,0.58,18.20,60.04,8.41,2.31,0.48,0.14,3.12,,,,97.95
772,41,Averno 1,9,4,three,VF6-3-9,310509,4.59,0.88,18.31,58.44,8.31,2.75,0.47,0.16,3.96,,,,97.87
773,41,Averno 1,9,4,three,VF6-3-8,310509,3.88,0.98,18.28,58.88,8.40,3.19,0.55,0.12,4.32,,,,98.61
774,41,Averno 1,9,4,three,VF6-3-7,310509,4.34,0.60,18.32,60.34,8.38,2.35,0.46,0.07,3.30,,,,98.18
775,41,Averno 1,9,4,three,VF6-3-6,310509,4.50,0.79,18.43,59.37,8.54,2.67,0.40,0.16,3.75,,,,98.62
776,41,Averno 1,9,4,three,VF6-3-5,310509,4.06,0.71,18.32,59.79,8.29,2.59,0.45,0.14,3.84,,,,98.19
777,41,Averno 1,9,4,three,VF6-3-4,310509,4.30,0.61,17.64,59.15,8.24,2.31,0.41,0.13,3.28,,,,96.07
778,41,Averno 1,9,4,three,VF6-3-3,310509,4.26,0.91,18.22,58.24,8.40,2.92,0.49,0.15,3.96,,,,97.55
779,40,Agnano 2,0,3,three,CF108_11,070710,4.70,0.59,18.07,59.47,7.78,2.31,0.48,0.18,3.33,1326,8466,,97.89
780,40,Agnano 2,0,3,three,CF108_12,070710,4.54,0.58,18.51,60.19,8.15,2.28,0.40,0.22,3.28,568,8031,,99.01
781,40,Agnano 2,0,3,three,CF108_13,070710,4.97,0.54,18.17,59.99,8.05,2.27,0.45,0.13,3.32,794,8117,,98.77
782,40,Agnano 2,0,3,three,CF108_14,070710,4.43,0.42,18.70,60.94,8.32,2.43,0.42,0.11,2.53,1224,6091,,99.04
783,40,Agnano 2,0,3,three,CF108_15,070710,4.77,0.58,18.49,60.27,7.73,2.46,0.49,0.09,3.47,981,7257,,99.17
784,40,Agnano 2,0,3,three,CF108_2,070710,4.94,0.56,18.09,59.13,8.01,2.26,0.55,0.20,3.97,901,8814,,98.69
785,40,Agnano 2,0,3,three,CF108_3,070710,4.17,0.69,18.08,59.57,8.37,2.55,0.49,0.18,3.47,1651,7107,,98.44
786,40,Agnano 2,0,3,three,CF108_5,070710,4.81,0.52,18.46,60.24,8.13,2.19,0.46,0.18,3.54,884,8343,,99.45
787,40,Agnano 2,0,3,three,CF108_6,070710,4.42,0.70,17.97,58.92,8.39,2.22,0.42,0.18,3.44,1519,6865,,97.50
788,40,Agnano 2,0,3,three,CF108_7,070710,4.67,0.58,18.07,60.05,7.85,2.17,0.53,0.19,3.60,873,8220,,98.62
789,40,Agnano 2,0,3,three,CF108_9,070710,4.73,0.57,18.50,60.17,8.02,2.54,0.48,0.15,3.26,1477,7605,,99.33
790,39,Agnano 1,0,3,three,CF113_1,070710,3.98,0.78,18.38,58.35,8.31,2.80,0.57,0.19,3.90,1879,6521,,98.10
791,39,Agnano 1,0,3,three,CF113_10,070710,4.19,0.92,18.73,58.73,8.35,3.25,0.50,0.13,3.97,2787,6177,,99.67
792,39,Agnano 1,0,3,three,CF113_11,070710,3.55,1.06,18.40,58.43,8.51,3.19,0.47,0.16,4.55,2142,6339,,99.17
793,39,Agnano 1,0,3,three,CF113_15,070710,4.21,0.77,18.32,58.51,8.20,2.54,0.50,0.10,3.91,1683,6963,,97.92
794,39,Agnano 1,0,3,three,CF113_2,070710,4.20,0.79,18.59,59.45,8.25,2.70,0.50,0.16,3.76,2847,6747,,99.35
795,39,Agnano 1,0,3,three,CF113_3,070710,3.76,1.13,18.40,57.52,8.22,3.45,0.46,0.16,4.61,2671,6619,,98.63
796,39,Agnano 1,0,3,three,CF113_4,070710,4.02,0.85,18.26,58.93,8.37,2.69,0.49,0.09,4.08,2110,6024,,98.57
797,39,Agnano 1,0,3,three,CF113_6,070710,4.15,0.74,18.55,58.61,8.48,2.53,0.54,0.16,3.95,1815,7139,,98.61
798,39,Agnano 1,0,3,three,CF113_7,070710,4.35,0.77,18.36,58.78,8.44,2.92,0.50,0.14,3.84,1598,6888,,98.95
799,39,Agnano 1,0,3,three,CF113_9,070710,3.52,1.07,17.75,55.92,7.85,3.55,0.57,0.15,4.56,2824,6321,,95.85
800,37,St Martino,0,0,two,cf99_1,210110,4.29,0.52,17.51,56.78,8.32,2.27,0.37,0.22,3.26,948,6946,,94.34
801,37,St Martino,0,0,two,cf99_15,210110,4.52,0.53,17.02,57.33,8.32,2.33,0.41,0.19,3.31,755,7296,,94.77
802,37,St Martino,0,0,two,cf99_4,210110,4.12,0.52,17.53,57.97,8.37,2.28,0.38,0.11,3.04,1285,6790,,95.13
803,37,St Martino,0,0,two,cf99_6,210110,3.98,0.49,17.03,58.58,8.46,2.38,0.43,0.19,3.08,924,7698,,95.49
804,37,St Martino,0,0,two,cf99_5,210110,4.00,0.48,17.59,58.19,8.51,2.30,0.35,0.21,3.14,841,6944,,95.55
805,37,St Martino,0,0,two,cf99_3,210110,4.05,0.54,17.68,58.27,8.66,2.37,0.44,0.17,3.23,1209,8103,,96.36
806,37,St Martino,0,0,two,cf99_8,210110,4.21,0.54,17.87,58.93,8.48,2.32,0.38,0.18,3.05,1336,7510,,96.84
807,37,St Martino,0,0,two,cf99_13,210110,4.20,0.55,17.85,59.35,8.27,2.34,0.43,0.11,2.96,1201,7252,,96.90
808,37,St Martino,0,0,two,cf99_10,210110,3.82,0.63,17.73,58.38,8.78,2.49,0.44,0.11,3.63,1179,7951,,96.93
809,37,St Martino,0,0,two,cf99_7,210110,4.45,0.50,17.79,59.33,8.51,2.36,0.39,0.16,3.00,1082,7402,,97.34
810,37,St Martino,0,0,two,cf99_14,210110,4.00,0.54,18.10,60.05,8.62,2.48,0.43,0.16,3.12,1186,7276,,98.34
811,37,St Martino,0,0,two,cf99_9,210110,4.90,0.56,18.07,59.51,8.39,2.35,0.42,0.13,3.42,1130,8187,,98.67
812,37,St Martino,0,0,two,cf99_11,210110,4.51,0.57,18.26,60.38,8.87,2.33,0.40,0.10,3.18,847,8607,,99.55
